first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Harlan,,Coben,,Caught,,,"Haley McWaid never gave her parents a moment's worry. Until one morning her mother wakes to find that her seventeen-year-old daughter didn't come home the night before.

The community is stunned by her loss. Three months pass without a word and everyone assumes the worst.

Wendy Tynes is a reporter on a mission: to identify and bring down sexual predators. Her latest target is a social worker known as a friend to troubled teens.

But Wendy soon realises she can't trust her own instincts - or the motives of the people around her - and that this story is more twisted than she could have imagined...",1,Orion,2011-02-17,400,1409117200,9781409117209,"crime,mystery,suspense,thriller"
Jonathan,,Coe,,"House of Sleep, The",,,"Ashdown--a vast clifftop manor on the English coast--was once a university residence, where a group of students met briefly before going their separate ways. Twelve years later, it has been transformed into a clinic for sleep disorders, and a series of strange coincidences and ostensible synchronicities draws the same group of people together once again, each of them in different ways plagued by sleep.

Sarah is narcoleptic, and her inability to distinguish between dreams and waking reality gives rise to a great many misunderstandings--one of which is to change Robert's life forever, as he persists for years (and then some) in his attempt to win her love. For Terry, a disillusioned film critic whose career has been derailed by Sarah's affliction, sleep is merely a memory, for his insomnia is complete and he can only yearn for the tantalizing dreams he enjoyed in youth. And for the increasingly deranged Dr. Dudden, who has made the subject the focus of his medical practice, sleep is nothing less than a global disease.",1,Penguin Books Ltd,1998-05-28,352,0140250832,9780140250831,"contemporary,literary fiction,psychological fiction"
Paulo,,Coelho,,Veronika Decides to Die,,,"Twenty-four-year-old Veronika seems to have everything -- youth and beauty, boyfriends and a loving family, a fulfilling job. But something is missing in her life. So, one cold November morning Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up. But she does -- at a mental hospital where she is told that she has only days to live.

This poignant international bestseller by the author of The Alchemist takes readers on a quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Bold and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",1,Harper Perennial,2001-05-01,224,0060955775,9780060955779,"contemporary,mental health,philosophy,psychological fiction"
Paulo,,Coelho,,Eleven Minutes,,,"A chance meeting in Rio takes Maria to Geneva, where she dreams of finding fame and fortune, yet ends up working the streets as a prostitute. In Geneva, Maria drifts further and further away from love while at the same time developing a fascination with sex.

Eventually, Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness, sexual pleasure for its own sake, or risking everything to find her own 'inner light' and the possibility of sacred sex, sex in the context of love.

A daring modern fable about the nature of love and sex.",1,HarperCollins UK,,291,0007166044,9780007166046,"contemporary,erotica,philosophy,romance"
Martina,,Cole,,"Good Life, The",,,"When Cain Moran is sentenced to life in prison, he rules the inside with the same determination as he did the London underworld. He must protect his family, at whatever cost.

Jenny Riley has never wanted anyone but Cain, and she will do everything she can to keep their relationship alive.

But plenty of people think Cain and Jenny have been living the good life for too long. And they're about to make them pay...",1,Headline,2015-05-21,512,1472200977,9781472200976,"crime,mystery,suspense,thriller"
Martina,,Cole,,Two Women,,,"Susan Dalston killed her husband in a final act of desperation.

Banged up in Holloway, all that keeps her sane is knowing that her children are now safe from the man who terrorised them. What she can't predict is that the bonds she forms on the inside might just make - or break - her.",1,Headline,2009-04-30,640,075535057X,9780755350575,"crime,thriller"
Martina,,Cole,,Revenge,,,"Michael Flynn is untouchable. He's the boss of a dangerous empire, the biggest the criminal world has ever seen. No one crosses him, no one gets in his way, and everyone does what he says - including the law.

But you don't get to where Michael is without making enemies. Someone is out for revenge. And it's best served when least expected.",1,Headline,2014-04-24,624,0755375637,9780755375639,"crime,mystery,suspense,thriller"
Martina,,Cole,,Hard Girls,DI Kate Burrows,3,"Kate Burrows might be a retired DCI, but she never could stay away from the law for long. And now Grantley appears to have a new serial killer on its hands, Kate is the only one with the expertise to catch him.

The case bears striking similarities to the Grantley Ripper. But this time the victims are prostitutes, and even hard girls deserve protection and justice.

Kate Burrows caught the Ladykiller. She's just the woman for this job.",1,Headline,2010-04-15,608,0755328701,9780755328703,"crime,mystery,police procedural,suspense,thriller"
Beatrice,,Colin,,"Luminous Life of Lilly Aphrodite, The",,,"As the clock chimed the turn of the twentieth century, Lilly Nelly Aphrodite took her first breath. Born to a cabaret dancer and soon orphaned in a scandalous double murder, Lilly finds refuge at a Catholic orphanage, coming under the wing of the, at times, severe Sister August, the first in a string of lost loves.

There she meets Hanne Schmidt, a teen prostitute, and forms a bond that will last them through tumultuous love affairs, disastrous marriages, and destitution during the First World War and the subsequent economic collapse. As the century progresses, Lilly and Hanne move from the tawdry glamour of the tingle-tangle nightclubs to the shadow world of health films before Lilly finds success and stardom in the new medium of motion pictures and ultimately falls in love with a man whose fate could cost her everything she has worked for or help her discover her true self.

Gripping and darkly seductive, The Luminous Life of Lilly Aphrodite showcases all the glitter and splendour of the brief heyday of the Weimar Republic, and the rise of Hollywood to its golden age. As it foreshadows the horrors of the Second World War, the novel asks what price is paid when identity becomes unfixed and the social order is upended.",1,John Murray,2009-01-08,416,1848540310,9781848540316,"bildungsroman,historical fiction,war story"
Jenny,,Colgan,,"Good, The Bad And The Dumped, The",,,"Now, you obviously, would never, ever look up your exes on Facebook. Nooo. And even if you did, you most certainly wouldn't run off trying to track them down, risking your job, family and happiness in the process. Posy Fairweather, on the other hand . . .

Posy is delighted when Matt proposes - on top of a mountain, in a gale, in full-on romantic mode. But a few days later disaster strikes: he backs out of the engagement. Crushed and humiliated, Posy starts thinking. Why has her love life always ended in total disaster? Determined to discover how she got to this point, Posy resolves to get online and track down her exes. Can she learn from past mistakes? And what if she has let Mr Right slip through her fingers on the way?",1,Sphere,2010-05-13,352,0751540307,9780751540307,"chick lit,humour,romance"
